"analysis_name","category","group_a","group_b","group_a_n","group_b_n","category_total_n","group_a_pct","group_b_pct","group_a_minus_group_b_percentage_points","within_category_group_a_rate_pct","expected_group_a_n_under_independence","expected_group_b_n_under_independence","observed_minus_expected_group_a_n","observed_to_expected_group_a_ratio","chi_square_statistic","degrees_of_freedom","cramers_v","concentration_band","minimum_expected_cell_count","expected_cells_below_5_n","expected_cells_below_1_n","sparse_cell_warning","reproduction_pass","row_order_invariance_pass"
"icb","NHS Kent and Medway Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",174,0,174,2.86797428712708,0,2.86797428712708,100,172.211745513866,1.78825448613377,1.78825448613378,1.0103840448327,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Lancashire and South Cumbria Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",193,2,195,3.18114389319268,3.17460317460317,0.00654071858950722,98.974358974359,192.995921696574,2.00407830342577,0.00407830342578563,1.00002113155237,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Leicester, Leicestershire and Rutland Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",126,0,126,2.0768089665403,0,2.0768089665403,100,124.705057096248,1.29494290375204,1.29494290375204,1.0103840448327,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Lincolnshire Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",81,0,81,1.33509147849019,0,1.33509147849019,100,80.1675367047308,0.832463295269168,0.832463295269164,1.0103840448327,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Mid and South Essex Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",143,0,143,2.35701335091479,0,2.35701335091479,100,141.530342577488,1.46965742251223,1.46965742251223,1.0103840448327,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Norfolk and Waveney Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",101,1,102,1.66474369540135,1.58730158730159,0.0774421080997643,99.0196078431373,100.951712887439,1.04828711256117,0.0482871125611695,1.00047831890297,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS North Central London Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",171,3,174,2.81852645459041,4.76190476190476,-1.94337830731435,98.2758620689655,172.211745513866,1.78825448613377,-1.21174551386622,0.99296363026662,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS North East and North Cumbria Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",331,4,335,5.45574418987968,6.34920634920635,-0.893462159326672,98.8059701492537,331.557096247961,3.44290375203915,-0.557096247960828,0.998319757730222,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS North East London Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",261,0,261,4.30196143069062,0,4.30196143069062,100,258.317618270799,2.68238172920065,2.68238172920064,1.0103840448327,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS North West London Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",331,5,336,5.45574418987968,7.93650793650794,-2.48076374662826,98.5119047619048,332.546818923328,3.4531810766721,-1.54681892332792,0.995348567975072,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Northamptonshire Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",63,1,64,1.03840448327015,1.58730158730159,-0.548897104031437,98.4375,63.342251223491,0.657748776508972,-0.342251223491026,0.994596794132191,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Nottingham and Nottinghamshire Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",126,0,126,2.0768089665403,0,2.0768089665403,100,124.705057096248,1.29494290375204,1.29494290375204,1.0103840448327,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Shropshire, Telford and Wrekin Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",50,0,50,0.824130542277897,0,0.824130542277897,100,49.4861337683524,0.513866231647635,0.513866231647633,1.0103840448327,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Somerset Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",57,2,59,0.939508818196802,3.17460317460317,-2.23509435640637,96.6101694915254,58.3936378466558,0.606362153344209,-1.39363784665579,0.976133738228203,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS South East London Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",183,2,185,3.0163177847371,3.17460317460317,-0.158285389866072,98.9189189189189,183.098694942904,1.90130505709625,-0.0986949429037622,0.999460974077753,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS South West London Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",167,0,167,2.75259601120818,0,2.75259601120818,100,165.283686786297,1.7163132137031,1.7163132137031,1.0103840448327,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS South Yorkshire Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",166,3,169,2.73611340036262,4.76190476190476,-2.02579136154214,98.2248520710059,167.263132137031,1.736867862969,-1.26313213703099,0.992448233385967,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Staffordshire and Stoke-on-Trent Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",141,0,141,2.32404812922367,0,2.32404812922367,100,139.550897226754,1.44910277324633,1.44910277324632,1.0103840448327,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Suffolk and North East Essex Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",89,0,89,1.46695236525466,0,1.46695236525466,100,88.0853181076672,0.91468189233279,0.914681892332794,1.0103840448327,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Surrey Heartlands ICB","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",98,0,98,1.61529586286468,0,1.61529586286468,100,96.9928221859706,1.00717781402936,1.00717781402936,1.0103840448327,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Sussex ICB","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",156,0,156,2.57128729190704,0,2.57128729190704,100,154.396737357259,1.60326264274062,1.60326264274062,1.0103840448327,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS West Yorkshire Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",260,1,261,4.28547881984506,1.58730158730159,2.69817723254348,99.6168582375479,258.317618270799,2.68238172920065,1.68238172920064,1.00651284159579,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"current_ods_status","ACTIVE","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",6036,62,6098,99.4890390637877,98.4126984126984,1.07634065108928,98.9832732043293,6035.32887438825,62.6711256117455,0.671125611745083,1.00011119950971,1.39103195404762,1,0.0150639309392399,"No clear",0.328874388254486,1,1,TRUE,TRUE,TRUE
"current_ods_status","DORMANT","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",31,1,32,0.510960936212296,1.58730158730159,-1.07634065108929,96.875,31.6711256117455,0.328874388254486,-0.671125611745513,0.97880954343168,1.39103195404762,1,0.0150639309392399,"No clear",0.328874388254486,1,1,TRUE,TRUE,TRUE
